text,Kommentar,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16
Und natürlich das Essen immer wieder super lecker.,,"Essen, foodq, pos, lecker",,,,,,,,,,,,,,,
Sehr Lecker gegessen.,,"NULL, foodq, pos, Lecker",,,,,,,,,,,,,,,
Der Apfelwein hat besch...gemeckt.,,"Apfelwein, drinkq, neg, besch...",,,,,,,,,,,,,,,
Der Besuch lohnt sich wirklich nicht!,,"NULL, restaurantg, neg, lohnt sich wirklich nicht",,,,,,,,,,,,,,,
3 Damen hinter der Kuchentheke mit einer wahnsinnigen Motivation uns zu bedienen.,,"Damen, serv, pos, wahnsinnigen Motivation",,,,,,,,,,,,,,,
Der danach bestellte Glasnudelsalat war langweilig gewürzt.,,"Glasnudelsalat, foodq, neg, langweilig",,,,,,,,,,,,,,,
"Sehen uns wieder , sicher 👍",,"NULL, restaurantg, pos, Sehen uns wieder",,,,,,,,,,,,,,,
Beides schmeckte uns hervorragend !,,"NULL, foodq, pos, hervorragend",,,,,,,,,,,,,,,
Sofort fühlte man sich wohl und gab Getränke- und Speisenbestellungen auf.,,"NULL, amb, pos, fühlte man sich wohl",,,,,,,,,,,,,,,
"), da die Pizza so schlecht und unappetitlich war.",,"Pizza, foodq, neg, schlecht","Pizza, foodq, neg, unappetitlich",,,,,,,,,,,,,,
Die Räumlichkeit ist sehr schön.,,"Räumlichkeit, amb, pos, schön",,,,,,,,,,,,,,,
"Sehr gern wieder, die Teilnehmer waren sehr zufrieden.",,"NULL, restaurantg, pos, gern wieder","NULL, restaurantg, pos, zufrieden",,,,,,,,,,,,,,
"Sehr schöne Atmosphäre, guter Hauswein, freundliches Personal, haben nur was getrunken, daher kann ich Essen nicht beurteilen.",,"Atmosphäre, amb, pos, schöne","Hauswein, drinkq, pos, guter","Personal, serv, pos, freundliches",,,,,,,,,,,,,
Bier wird zwischenzeitlich warm.,,"Bier, drinkq, neg, warm",,,,,,,,,,,,,,,
Das Essen war meiner Meinung nach okay.,,"Essen, foodq, neu, okay",,,,,,,,,,,,,,,
"Der Service im LOC war freundlich, schnell und aufmerksam.",,"Service, serv, pos, freundlich","Service, serv, pos, schnell","Service, serv, pos, aufmerksam",,,,,,,,,,,,,
"Schönes Ambiente, freundliches und kompetentes Personal, kreative Speisekarte, leckeres Essen.",,"Ambiente, amb, pos, Schönes","Personal, serv, pos, freundliches","Speisekarte, foods, pos, kreative","Essen, foodq, pos, leckeres","Personal, serv, pos, kompetentes",,,,,,,,,,,
"Burger geschmacklich Ok, Burger-Buns zu hart, Bedienung hektisch, aber trotzdem langsam und planlos (Bestellungen falsch ausgeführt).",,"Burger, foodq, neu, Ok","Burger-Buns, foodq, neg, hart","Bedienung, serv, neg, hektisch","Bedienung, serv, neg, planlos","Bedienung, serv, neg, langsam",,,,,,,,,,,
"Mir war's persönlich zu laut in dem Laden, daher ein Punkt Abzug.",,"NULL, amb, neg, laut",,,,,,,,,,,,,,,
Wir kommen gerne wieder!,,"NULL, restaurantg, pos, gerne wieder",,,,,,,,,,,,,,,
Ich war bereits öfter mit Familie und/oder Freunden hier und war immer sehr zufrieden.,,"NULL, restaurantg, pos, zufrieden",,,,,,,,,,,,,,,
Mein Fleisch war schon fast wieder kalt.,,"Fleisch, foodq, neg, kalt",,,,,,,,,,,,,,,
Leider wurden wir gar nicht bedient.,,"NULL, serv, neg, wurden wir gar nicht bedient",,,,,,,,,,,,,,,
Da ist viel Luft nach oben.,,"NULL, restaurantg, neg, viel Luft nach oben",,,,,,,,,,,,,,,
Und natürlich die -manchmal vielleicht etwas überzogene- Freundlichkeit der Inhaberin.,,"Inhaberin, serv, neg, überzogene- Freundlichkeit",,,,,,,,,,,,,,,
"Darauf angesprochen meint der „Oberkellner“ nur: „Ich habe alles bestellt, ich bin aus dem Schneider.",,,,,,,,,,,,,,,,,
Wir haben eigentlich nie besser italienisch gegessen als hier.,,"NULL, foodq, pos, nie besser italienisch gegessen",,,,,,,,,,,,,,,
Ich war fassungslos.,,"NULL, restaurantg, neg, fassungslos",,,,,,,,,,,,,,,
#ERROR!,,,,,,,,,,,,,,,,,
"Schade, denn nochmal gehen wir dort nicht hin.",,"NULL, restaurantg, neg, Schade",,,,,,,,,,,,,,,
"Extrem touristisch, was ja kein Problem ist, jedoch sind die Kellner sehr unfreundlich.",,"Kellner, serv, neg, unfreundlich",,,,,,,,,,,,,,,
Auch für die anderen Begleiter war das Essen ok.,,"Essen, foodq, neu, ok",,,,,,,,,,,,,,,
Es gab vorweg einen Gruß aus der Küche und einen leckeren Nachtisch.,,"Nachtisch, foodq, pos, leckeren",,,,,,,,,,,,,,,
Der Service war sehr freundlich.,,"Service, serv, pos, freundlich",,,,,,,,,,,,,,,
"Wer’s zünftig, laut und gesellig mag, der ist hier richtig.",,,,,,,,,,,,,,,,,
Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen.,,"NULL, foodq, pos, fein",,,,,,,,,,,,,,,
"Nach zehn Minuten, als wir noch den zähen Braten versuchten runterzubekommen wurde die Außenbeleuchtung der LOC entfernt und die Schirme zusammengeklappt, da es etwas windig war und möglicher weiße ein Gewitter aufzog.",,"Braten, foodq, neg, zähen",,,,,,,,,,,,,,,
Die Kellner sind arrogant und respektlos!,,"Kellner, serv, neg, arrogant","Kellner, serv, neg, respektlos",,,,,,,,,,,,,,
Espresso geliefert ohne Milch und Zucker.,,"Espresso, drinkq, neg, ohne Milch und Zucker",,,,,,,,,,,,,,,
Der Service rund um Jason war von vorne bis hinten zuvorkommend und das Essen erste Klasse.,,"Service rund um Jason, serv, pos, zuvorkommend","Essen, foodq, pos, erste Klasse",,,,,,,,,,,,,,
"Essen war mittelmäßig, Preise Düsseldorfer Niveau","Preis/Preisen nicht als aspect term, NULL verwenden. So ist es auch bei Rest16","Essen, foodq, neu, mittelmäßig","NULL, restaurantp, neu, Düsseldorfer Niveau",,,,,,,,,,,,,,
Absolut empfehlenswert.,,"NULL, restaurantg, pos, empfehlenswert",,,,,,,,,,,,,,,
"Kurz zusammengefasst: Schlechter Service, hohe Preise, durchschnittliche Qualität.","Preis/Preisen nicht als aspect term, NULL verwenden. So ist es auch bei Rest16","Service, serv, neg, Schlechter","NULL, restaurantp, neg, hohe","NULL, restaurantg, neu, durchschnittliche",,,,,,,,,,,,,
"Wenn es mein Kaffee wäre, würde ich diesen unzufriedenen Kellner fristlos entlassen!",,"Kellner, serv, neg, unzufriedenen","Kaffee, restaurantg, neg, fristlos entlassen",,,,,,,,,,,,,,
Speisen sehr schmackhaft.,,"Speisen, foodq, pos, schmackhaft",,,,,,,,,,,,,,,
"Bedienung freundlich, aber leider war das Essen qualitativ nicht gut.",,"Bedienung, serv, pos, freundlich","Essen, foodq, neg, nicht gut",,,,,,,,,,,,,,
Die Begrüßung war kühl und wirkte gezwungen und lieblos.,,"Begrüßung, serv, neg, kühl","Begrüßung, serv, neg, gezwungen","Begrüßung, serv, neg, lieblos",,,,,,,,,,,,,
Das Essen - Haxe wir Kaiserschmarrn - war ein kompletter Reinfall.,,"Essen, foodq, neg, Reinfall","Kaiserschmarrn, foodq, neg, Reinfall","Haxe, foodq, neg, Reinfall",,,,,,,,,,,,,
Leider enttäuschend.,,"NULL, restaurantg, neg, enttäuschend",,,,,,,,,,,,,,,
"""RESTAURANT_NAME Teller"" Schnitzel trocken, Salat welk.",,"Salat, foodq, neg, welk","""RESTAURANT_NAME Teller"" Schnitzel, foodq, neg, trocken",,,,,,,,,,,,,,
Preis-/Leistungsverhältnis ebenfalls gut.,,"NULL, restaurantp, pos, gut",,,,,,,,,,,,,,,
Nie wieder.,,"NULL, restaurantg, neg, Nie wieder",,,,,,,,,,,,,,,
Die Qualität des Essens war ausgezeichnet.,,"Essens, foodq, pos, ausgezeichnet",,,,,,,,,,,,,,,
Hatten Freunde aus den USA zu Besuch und nach gelungenen Stadtrundgang war das Abendessen ein sehr schöner Abschluss des Tages.,,"Abendessen, foodq, pos, schöner Abschluss",,,,,,,,,,,,,,,
"Wir wurden gut bedient, obwohl der Laden sehr voll war und die Kellner kaum zum Verschnaufen kamen.",,"NULL, serv, pos, gut","Laden, amb, neg, voll",,,,,,,,,,,,,,
"Sehr freundlicher und aufmerksamer Service, breit gefächerte Karte - auch viele Speisen vegetarisch oder vegan.",,"Service, serv, pos, freundlicher","Karte, foods, pos, breit gefächert","Service, serv, pos, aufmerksamer",,,,,,,,,,,,,
Wie diese hohen Bewertungen zustande kommen ist uns ein Rätsel.,,"NULL, restaurantg, neg, Wie diese hohen Bewertungen zustande kommen ist uns ein Rätsel",,,,,,,,,,,,,,,
Wir haben uns sehr wohl gefühlt.,,"NULL, amb, pos, wohl",,,,,,,,,,,,,,,
Das hat nichts mit positiven Erlebnis zu tun!,,"NULL, restaurantg, neg, nichts mit positiven Erlebnis zu tun",,,,,,,,,,,,,,,
..Bei der Abrechnung wurde ein Bier falsch berechnet.,,"Abrechnung, serv, neg, Bier falsch berechnet",,,,,,,,,,,,,,,
Über die Qualität der Gerichte muß man nicht mehr reden: hervorragend!,,"Gerichte, foodq, pos, hervorragend",,,,,,,,,,,,,,,
Wir fühlten uns durch seine liebe Art sehr wohl.,,"NULL, serv, pos, liebe Art",,,,,,,,,,,,,,,
Die Panna Cotta zum Nachtisch war der absolute Wahnsinn.,"absolute brauchts nicht, ""Wahnsinn"" reicht","Panna Cotta, foodq, pos, Wahnsinn",,,,,,,,,,,,,,,
"Ein tolles Gewölbe, gutes Konzept, angenehme jazzige Hintergrundmusik, gute Speisekarte.",,"Gewölbe, amb, pos, tolles","Hintergrundmusik, amb, pos,angenehme","Speisekarte, foods, pos, gute","Konzept, restaurantm, pos, gutes",,,,,,,,,,,,
"Es dauerte mehr als eine dreiviertel Stunde, bis wir bestellen konnten.",,"NULL, serv, neg, dauerte mehr als eine dreiviertel Stunde",,,,,,,,,,,,,,,
"Dazu muss man sagen, dass wenn man einen schönen Abend zu zweit verbringen möchte man durch die engen Räume mir sehr hoher Wahrscheinlichkeit direkt neben anderen sitzt.",,"NULL, amb, neg, mir sehr hoher Wahrscheinlichkeit direkt neben anderen sitzt",,,,,,,,,,,,,,,
"Die Pasta-Gerichte waren gut aber mit Preisen teilweise weit über 20€ zu teuer, es waren dann zwar gut gemachte, gut schmeckende Speisen, aber nicht das Geld wert.",,"NULL, restaurantp, neg, teuer","Pasta-Gerichte, foodq, pos, gut","Speisen, foods, pos, gut","Speisen, foodp, neg, nicht das Geld wert","Speisen, foodq, pos, schmeckende",,,,,,,,,,,
"Aber das Saure Lüngerl (eine der Spezialitäten des Hauses) war so sauer, dass es leider nicht essbar war, außerdem war es lauwarm.",,"Saure Lüngerl, foodq, neg, nicht essbar","Saure Lüngerl, foodq, neg, lauwarm",,,,,,,,,,,,,,
Die Kellnerin hat einen genervten Eindruck gemacht.,,"Kellnerin, serv, neg, genervten",,,,,,,,,,,,,,,
Schade!,,"NULL, restaurantg, neg, Schade",,,,,,,,,,,,,,,
"Plätze auf dem Balkon waren nicht frei und so saßen wir, abgetrennt durch ein ziemlich hässliches Seil direkt an der LOC.",,"Seil, amb, neg, hässlich",,,,,,,,,,,,,,,
Das Personal ist sehr sehr nett und zuvorkommend.,,"Personal, serv, pos, nett","Personal, serv, pos, zuvorkommend",,,,,,,,,,,,,,
Den Käse zur Pasta verspätet nachgereicht.,,"NULL, serv, neg, verspätet nachgereicht",,,,,,,,,,,,,,,
Glühwein wird aus dreckigen Thermoskannen für 27 Euro an der SB Theke serviert.,,"Glühwein, drinkq, neg, aus dreckigen Thermoskannen","Glühwein, foodp, neg, 27 Euro",,,,,,,,,,,,,,
Wir freuen uns auf ein Wiedersehen!,,"NULL, restaurantg, pos, freuen uns auf ein Wiedersehen",,,,,,,,,,,,,,,
"Kaninchen, Tintenfisch und Spinatrollen konnten uns überhaupt nicht überzeugen.",,"Kaninchen, foodq, neg, nicht überzeugen","Tintenfisch, foodq, neg, nicht überzeugen","Spinatrollen, foodq, neg, nicht überzeugen",,,,,,,,,,,,,
Das Essen schmeckt sehr gut und die Bedienung ist sehr hilfsbereit.,,"Essen, foodq, pos, gut","Bedienung, serv, pos, hilfsbereit",,,,,,,,,,,,,,
Ich werde das Restaurant nicht mehr aufsuchen und kann es auch nicht empfehlen.,,"Restaurant, restaurantg, neg, nicht mehr aufsuchen","Restaurant, restaurantg, neg, nicht empfehlen",,,,,,,,,,,,,,
Service viel schlechter geworden.,,"Service, serv, neg, schlechter",,,,,,,,,,,,,,,
Sehr leckeres Essen und super Happy Hour für Cocktails!,,"Essen, foodq, pos, leckeres","Cocktails, restaurantm, pos, Happy Hour für Cocktails",,,,,,,,,,,,,,
Immer wieder gerne!,,"NULL, restaurantg, pos, Immer wieder gerne",,,,,,,,,,,,,,,
Nach einem Besuch der Toilette im Untergeschoss waren wir vollends bedient.,,"Toilette im Untergeschoss, amb, neg, bedient",,,,,,,,,,,,,,,
Wir kommen gerne wieder :),"nur ""gerne wieder""","NULL, restaurantg, pos, gerne wieder",,,,,,,,,,,,,,,
"Langsamer Service, Bestellungen falsch aufgenommen.",,"Service, serv, neg, Langsamer","Service, serv, neg, Bestellungen falsch aufgenommen",,,,,,,,,,,,,,
"Ich und mein Besuch, waren sehr enttäuscht.",,"NULL, restaurantg, neg, enttäuscht",,,,,,,,,,,,,,,
Schade für die ehemalige Perle im LOC.,,"NULL, restaurantg, neg, Schade",,,,,,,,,,,,,,,
Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt.,,"Management, serv, neg, sowas haben wir nie erlebt",,,,,,,,,,,,,,,
"Sehr nette Bedienung, leckeres und optisch gut präsentierte Speisen.",,"Bedienung, serv, pos, nette","Speisen, foods, pos, gut","Speisen, foodq, pos, leckeres",,,,,,,,,,,,,
"Als ich dieses reklamiert hatte, dauerte es noch ewig bis ich ein neues Glas bekommen hatte.",,"NULL, serv, neg, dauerte es noch ewig",,,,,,,,,,,,,,,
Im Sterneküchenbereich eher selten…Eine fabelhafte Beratung vorweg und natürlich das exzellente Essen.,,"Essen, foodq, pos, exzellente","Beratung, serv, pos, fabelhafte",,,,,,,,,,,,,,
Ein absolutes Durstessen.,,"Durstessen, foodq, neg, Durstessen",,,,,,,,,,,,,,,
Die Preise waren echt fair!,"Preis/Preisen nicht als aspect term, NULL verwenden. So ist es auch bei Rest16","NULL, restaurantp, pos, fair",,,,,,,,,,,,,,,
Das Essen und die Bedienung ist wunderbar.,,"Essen, foodq, pos, wunderbar","Bedienung, serv, pos, wunderbar",,,,,,,,,,,,,,
Netter Service und freundliche Leute.,,"Service, serv, pos, Netter",,,,,,,,,,,,,,,
Essen war nicht gut.,,"Essen, foodq, neg, nicht gut",,,,,,,,,,,,,,,
Uns hat es sehr gut gefallen.,,"NULL, restaurantg, pos, gut",,,,,,,,,,,,,,,
Das Saisonbier schmeckte ebenfalls.,,"Saisonbier, drinkq, pos, schmeckte",,,,,,,,,,,,,,,
Kompliment an das Team in der Küche.,,"Team in der Küche, serv, pos, Kompliment",,,,,,,,,,,,,,,
"Gutes Bier zum günstigen Preis Halbe 3,95 aber kleine BierkarteAugustiner Schmakerl mit moderaten Preis.",,"Bier, drinkq, pos, Gutes","Bier, drinkp, pos, günstigen","BierkarteAugustiner Schmakerl, drinks, pos, kleine","BierkarteAugustiner Schmakerl, drinkp, neu, moderaten",,,,,,,,,,,,
Die Getränke waren O.K.,,"Getränke, drinkq, neu, O.K.",,,,,,,,,,,,,,,
Ich war mit meiner Tochter dort und haben einen sehr schönen Abend verbracht.,,"NULL, restaurantg, pos, haben einen sehr schönen Abend verbracht",,,,,,,,,,,,,,,
Sehr unfreundlich inkl des Chefs.,,"Chefs, serv, neg, unfreundlich","NULL, serv, neg, unfreundlich",,,,,,,,,,,,,,
"Bravo, wir kommen gerne wieder",,"NULL, restaurantg, pos, kommen gerne wieder",,,,,,,,,,,,,,,
Über die Cocktailpreise reden wir lieber nicht.,,"NULL, drinkp, neg, Über die Cocktailpreise reden wir lieber nicht",,,,,,,,,,,,,,,
"Wir hatten alle eine Schweinshaxe, die ruckzuck und noch vor den Getränken (!)",,"NULL, serv, pos, ruckzuck",,,,,,,,,,,,,,,
"Essen war ok, aber sowas verdirbt einem nur die Laune.",,"Essen, foodq, neu, ok",,,,,,,,,,,,,,,
Sehr aufmerksame Mitarbeiter und das Essen wirklich in sehr guter Qualität.,,"Mitarbeiter, serv, pos, aufmerksame","Essen, foodq, pos, guter",,,,,,,,,,,,,,
Wir kommen gerne wieder.,,"NULL, restaurantg, pos, gerne wieder",,,,,,,,,,,,,,,
"Es hat gezogen an unserem Platz, es war etwas kalt.",,"NULL, amb, neg, kalt",,,,,,,,,,,,,,,
"Nächste mal gehe ich lieber wieder zu Curry 36, da geht es 10 mal schneller und das Preis Leistungsverhältnis stimmt.",,"NULL, restaurantp, pos, stimmt","NULL, serv, pos, schneller",,,,,,,,,,,,,,
Uns hat es gut gefallen und wir würden sicher nochmal hingehen.,,"NULL, restaurantg, pos, gut","NULL, restaurantg, pos, würden sicher nochmal hingehen",,,,,,,,,,,,,,
"Alles in allem: schneller Service, gutes Essen, Getränke zu teuer und am regelmäßigen Austausch des Wassers vom LOC arbeiten wir noch",,"Service, serv, pos, schneller","Essen, foodq, pos, gutes","Getränke, drinkp, neg, teuer","NULL, serv, neg, am regelmäßigen Austausch des Wassers vom LOC arbeiten wir noch",,,,,,,,,,,,
Das Servicepersonal ist unfreundlich bis respektlos.,,"Servicepersonal, serv, neg, unfreundlich","Servicepersonal, serv, neg, respektlos",,,,,,,,,,,,,,
"Schon beim Betreten wurden vor uns 2 Damen beschimpft, weil man anscheinend nicht mit Kinderwagen das Kaffee betreten darf.",,"Damen, serv, neg, beschimpft",,,,,,,,,,,,,,,
"Die Bedienungen verteilten die Reste aus der Theke grade untereinander und wiesen meine Frage mit barschen Worten zurück: ""Es ist geschlossen!",,"Bedienungen, serv, neg, barschen",,,,,,,,,,,,,,,
Nie wieder!,,"NULL, restaurantg, neg, Nie wieder",,,,,,,,,,,,,,,
Schon über Jahre eine hohe sehr gute Qualität!,,"NULL, foodq, pos, gute Qualität",,,,,,,,,,,,,,,
Freuen uns solch ein Restaurant entdeckt zu haben!,,"Restaurant, restaurantg, pos, Freuen uns solch ein Restaurant entdeckt zu haben",,,,,,,,,,,,,,,
Urige Wirtschaft mit einem coolen Ambiente.,,"Wirtschaft, amb, pos, Urige","Ambiente, amb, pos, coolen",,,,,,,,,,,,,,
Alles war schnell und unkompliziert.,,"NULL, serv, pos, schnell","NULL, serv, pos, unkompliziert",,,,,,,,,,,,,,
"Sehr leckeres Essen, tolles Ambiente, guter Service - und Highlight Turmbesteigung mit Lotter-Führung.",,"Essen, foodq, pos, leckeres","Ambiente, amb, pos, tolles","Service, serv, pos, guter","Turmbesteigung mit Lotter-Führung, restaurantm, pos, Highlight",,,,,,,,,,,,
"Die Krönung waren dann die 6,50 Euro für den 0,1 l Rosenkir.",,"NULL, drinkq, pos, 6,50 Euro",,,,,,,,,,,,,,,
"Ambiente toll, vielen Dank für den herrlichen Abend",,"Ambiente, amb, pos, toll","NULL, restaurantg, pos, herrlichen Abend",,,,,,,,,,,,,,
Zu dem auch nur lauwarm.,,"NULL, foodq, neg, lauwarm",,,,,,,,,,,,,,,
Wir saßen draußen auf der Terrasse und wurden zügig und freundlich bedient.,,"NULL, serv, pos, zügig","NULL, serv, pos, freundlich",,,,,,,,,,,,,,
Ich hatte das Rumpsteak und es war Saigneau gebraten wie gewünscht.,,"Rumpsteak, foodq, pos, gebraten wie gewünscht",,,,,,,,,,,,,,,
"Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein, wie ich finde.",,"Deko, amb, neg, Manche neue Deko-Idee oder Kombinationen müssten gar nicht sein",,,,,,,,,,,,,,,
Das Essen war mehr als köstlich.,"""mehr als köstlich"" als OT","Essen, foodq, pos, mehr als köstlich",,,,,,,,,,,,,,,
"Massenabfertigung mit einem Zeitfenster von nicht mal 2 Stunden Aufenthalt, sehr lautes, ungemütliches, hektisches Lokal.",,"Lokal, amb, neg, lautes","Massenabfertigung, restaurantg, neg, nicht mal 2 Stunden Aufenthalt","Lokal, amb, neg, ungemütliches","Lokal, amb, neg, hektisches",,,,,,,,,,,,
Er bietet viel Platz drinnen und draussen.,,"Platz, amb, pos, viel",,,,,,,,,,,,,,,
"Sizilianische Gerichte, Pasta Norma echt lecker.",,"Pasta Norma, foodq, pos, lecker",,,,,,,,,,,,,,,
Von Tapas über Steak und tollen Dessert hat das Essen und der tolle Service das 1.,,"Dessert, foodq, pos, tollen","Service, serv, pos, tollen",,,,,,,,,,,,,,
"Das Essen war gut und frisch, eine Hausfrau die frisch kocht, merkt dies und die Bedienung war schnell.",,"Essen, foodq, pos, gut","Bedienung, serv, pos, schnell","Essen, foodq, pos, frisch",,,,,,,,,,,,,
Hausgemachte Pommes sehr gut.,,"Pommes, foodq, pos, gut",,,,,,,,,,,,,,,
Das Essen war sehr lecker und auch reichlich.,,"Essen, foodq, pos, lecker","Essen, foodq, pos, reichlich",,,,,,,,,,,,,,
"Geschmackvolle Einrichtung und tolles Essen, leider lässt man die Kunden längere Zeit in der Tür stehen obwohl nicht mal ein Viertel des Lokals gefüllt ist.",,"Einrichtung, amb, pos, Geschmackvolle","Essen, foodq, pos, tolles","NULL, serv, neg, leider lässt man die Kunden längere Zeit in der Tür stehen",,,,,,,,,,,,,
"Eingekehrt, Sauerbraten bestellt, extrem humorvoller Köbes, Spaß gehabt, geschmackvolle und große Portionen bekommen.",,"Köbes, serv, pos, humorvoller","Portionen, foods, pos, groß","Portionen, foodq, pos, geschmackvolle",,,,,,,,,,,,,
LOC EssenSuper BockWir hatten einen sehr schönen Abend im portugiesischen Viertel bei RESTAURANT_NAME.,,"RESTAURANT_NAME, restaurantg, pos, schönen Abend",,,,,,,,,,,,,,,
Das Fischereihafenrestaurant hat in LOC einen Ruf wie Donnerhall - meine Frau und ich bekamen jedoch leider nur Sommergewitterchen ab.,"""Ruf wie Donnerhall"" reicht","Fischereihafenrestaurant, restaurantg, neg, Ruf wie Donnerhall","Sommergewitterchen, amb, neg, Sommergewitterchen",,,,,,,,,,,,,,
